ID,Outstanding _principal,Prime,Joint,PV,ABP,DP,12_mo_inquires,Rev_over_90,Auto_App,BA_V,Grade,IDA,BK,Deceased,BA_change_pre _issue,BA_change_post_issue,Days_between_issue_default,Recovered
2090,978.84,1,0,2,0,0,0,1,1,0,D,599,0,0,0,0,84,0
2091,4404.88,1,0,1,0,0,0,0,0,0,B,486,0,0,0,0,89,1
2092,2934.11,1,0,1,0,0,0,0,0,0,C,418,1,0,0,0,78,0
2093,18490.42,0,0,3,0,0,0,0,0,0,F,491,0,0,0,0,78,1
2094,10949.71,0,0,2,0,0,0,0,1,0,G,282,0,0,0,0,170,0
2095,4757.83,1,0,1,0,0,0,1,0,0,B,462,0,0,0,0,109,0
2096,7254.25,1,0,0,0,0,0,0,0,0,C,523,0,0,0,0,171,0
2097,10000,0,0,3,0,0,0,0,0,1,F,689,0,0,0,0,53,0
2098,4152.46,0,0,2,0,0,0,0,0,0,F,325,0,0,0,0,81,0
2099,3143.96,1,0,3,0,0,0,0,0,1,C,449,0,0,1,1,49,0
2100,12670.86,1,0,3,1,0,0,0,0,0,B,473,0,1,0,0,167,0
2101,9286.09,0,0,3,0,0,0,0,0,0,G,436,0,0,0,0,139,1
2102,9600,0,0,0,0,0,0,0,0,0,E,487,1,0,0,0,62,0
2103,8311.2,0,0,2,0,0,0,0,0,0,G,274,0,0,0,0,143,0
2104,2548.2,0,0,2,0,0,0,1,1,0,G,452,0,0,0,1,149,0
2105,4826.07,0,0,0,0,0,0,0,0,0,G,232,0,0,0,0,109,0
2106,14443.96,0,0,2,0,0,0,0,1,0,F,720,0,0,0,0,124,0
2107,4881.22,1,0,3,0,0,0,0,0,0,B,653,0,0,0,0,81,0
2108,6637.74,1,0,0,0,0,0,0,0,0,C,436,0,0,0,1,52,1
2109,13338.65,1,0,3,0,0,0,0,0,0,C,598,0,0,0,0,167,0
2110,18375.08,0,0,2,0,0,0,0,0,0,E,353,0,0,0,0,183,0
2111,13955.99,0,1,0,0,0,0,0,0,0,G,558,0,0,0,0,48,0
2112,5667.24,0,0,3,0,0,0,0,0,0,G,434,0,0,0,0,123,0
2113,13698.28,1,0,2,0,0,0,0,0,0,D,313,0,0,0,0,112,0
2114,5554.23,0,0,2,0,0,0,0,1,0,F,294,0,0,0,1,126,0
2115,20977.09,1,0,2,1,0,0,0,0,0,E,410,0,0,0,0,117,0
2116,3315.61,0,0,2,0,0,0,0,0,0,F,255,0,0,0,0,167,0
2117,9672.11,1,0,0,0,0,1,0,0,0,F,274,0,0,0,0,172,0
2118,4673.07,1,0,0,0,0,0,0,0,0,D,352,0,0,0,0,143,0
2119,2930.85,0,0,3,0,0,0,0,0,0,F,694,0,0,0,0,48,0
2120,2273.15,0,0,2,0,0,0,0,0,0,G,459,0,0,0,0,140,0
2121,5764.37,0,0,2,0,0,0,0,0,0,E,319,0,0,0,0,112,0
2122,3525.23,1,0,2,0,0,0,0,1,0,B,441,0,0,0,1,139,1
2123,7040.8,1,0,0,1,0,0,0,0,0,B,409,0,0,0,0,51,1
2124,2327.9,1,0,2,1,0,1,0,0,0,C,506,0,0,0,0,139,0
2125,29647.11,1,0,3,1,0,1,0,0,0,E,314,0,0,0,0,167,0
2126,7064.84,1,0,2,0,0,0,0,1,0,C,403,0,0,0,0,146,1
2127,7577.16,0,0,3,1,0,0,0,0,0,G,676,0,0,0,0,140,0
2128,6738.54,0,0,2,0,0,0,0,1,0,F,531,1,0,0,0,112,0
2129,4610.67,0,0,3,0,0,0,0,0,0,F,392,0,0,0,0,171,0
2130,5667.59,0,0,0,1,0,0,0,0,0,F,562,0,1,0,0,143,0
2131,4996.17,0,0,2,0,0,0,0,0,0,G,377,0,0,0,0,129,0
2132,23563.6,1,0,2,0,0,0,1,0,0,E,484,0,0,0,0,51,0
2133,11762.11,1,0,1,0,0,0,0,0,0,D,439,0,0,0,0,112,0
2134,33043.2,1,0,2,0,0,0,0,0,0,C,183,0,0,0,0,173,0
2135,35503.57,1,0,3,0,0,0,0,0,0,C,276,0,0,0,1,112,1
2136,17624.29,1,0,0,0,0,0,0,0,0,B,288,0,0,0,0,109,1
2137,2800,1,0,3,0,0,0,0,0,1,D,622,0,0,0,0,53,0
2138,1894.27,0,0,2,0,0,0,0,1,0,G,140,0,0,0,0,140,0
2139,10000,1,0,3,0,0,0,0,0,0,A,539,0,0,0,1,53,1
2140,2000,1,0,0,0,0,0,0,0,0,C,417,0,0,0,0,48,0
2141,5367.49,1,0,2,1,0,0,0,0,0,D,271,0,0,0,1,49,1
2142,940.44,0,0,3,0,0,0,0,0,0,E,589,0,0,0,0,76,0
2143,12362.15,1,0,3,0,0,0,0,0,0,D,605,0,0,0,0,172,0
2144,8000,0,0,3,0,0,0,0,0,0,F,510,0,0,0,0,53,0
2145,6620.8,0,0,3,0,0,0,0,0,0,G,342,0,0,0,1,143,1
2146,3468.57,0,0,3,0,0,0,0,0,0,F,632,0,0,0,0,112,0
2147,4394.12,0,0,2,0,0,0,0,0,0,E,404,0,0,0,0,168,0
2148,18683.51,1,0,2,0,0,0,0,1,0,E,505,0,0,0,0,109,1
2149,34094.27,1,1,0,0,0,0,0,0,0,E,643,0,0,0,0,112,0
2150,33597.25,1,0,0,0,0,0,0,0,0,D,556,0,0,0,1,82,0
2151,29315,1,0,0,0,0,1,0,0,0,G,455,0,0,0,0,144,0
2152,5959.44,1,0,2,0,0,1,0,0,0,C,401,0,0,0,0,144,0
2153,10762.31,1,0,0,0,0,1,0,0,0,D,493,0,0,0,1,48,0
2154,10933.45,0,0,3,0,0,0,0,0,0,G,437,0,0,0,0,56,1
2155,7967.96,1,0,2,1,0,0,0,0,0,C,414,0,0,0,0,82,1
2156,16840.36,1,0,0,0,0,0,0,0,0,D,482,0,0,0,0,140,0
2157,3663.69,1,0,2,0,0,0,0,0,0,D,427,0,0,0,0,171,1
2158,14400.27,0,0,0,0,0,0,0,0,0,G,326,0,0,0,0,143,0
2159,13108.15,0,0,2,0,0,1,0,0,0,G,290,0,0,0,0,112,0
2160,8776.63,1,0,3,0,0,0,0,0,0,B,235,0,0,0,1,53,1
2161,16515.68,1,0,2,0,0,0,0,0,0,E,362,0,0,0,1,53,1
2162,30884.14,1,0,2,0,0,0,0,1,0,E,528,0,0,0,0,173,0
2163,5586.97,1,0,3,0,0,0,0,0,0,C,242,0,0,0,0,144,0
2164,14388.22,0,0,2,0,0,0,0,0,0,E,371,0,0,0,0,120,0
2165,5424.85,0,0,2,0,0,0,0,0,0,F,280,0,0,0,0,171,1
2166,7379.59,0,0,0,1,0,0,1,0,0,F,613,0,0,0,0,112,0
2167,18810.4,0,0,0,0,0,0,1,0,0,E,466,0,0,0,0,143,0
2168,35000,1,0,3,0,0,0,1,0,0,E,476,0,0,0,1,48,0
2169,12031.71,1,0,0,1,0,0,0,0,0,F,367,0,0,0,1,112,0
2170,17735.29,0,0,3,0,0,0,0,0,0,G,406,0,0,1,0,143,0
2171,3336.53,1,1,3,0,0,0,0,0,0,A,533,0,0,0,1,126,0
2172,3684.22,1,0,3,0,0,0,0,0,0,E,582,0,0,0,1,112,1
2173,34181.12,1,0,3,0,0,0,0,0,0,B,225,0,0,0,0,82,0
2174,34124.66,1,0,0,0,0,0,0,0,0,B,321,0,0,0,0,118,0
2175,27064.67,1,0,3,0,0,0,0,0,1,C,216,0,0,0,0,140,0
2176,14379.87,0,0,0,0,0,0,0,0,0,E,485,0,0,0,1,119,0
2177,17209.18,1,0,1,0,0,0,0,0,0,E,406,0,0,0,0,173,0
2178,3644.87,1,0,2,0,0,0,0,0,0,C,391,0,0,0,1,88,1
2179,14207.18,0,0,0,0,0,1,0,0,0,G,597,0,0,0,0,143,0
2180,10811.59,1,0,2,0,0,0,0,0,0,E,261,0,0,0,0,172,0
2181,5662.61,0,0,2,0,0,0,0,0,0,F,377,0,0,0,0,143,1
2182,9629.31,0,0,2,0,0,0,0,0,0,F,566,0,0,0,0,112,0
2183,9819.58,0,0,0,0,0,0,1,0,0,F,326,0,0,0,0,81,0
2184,4658.99,0,0,3,0,0,0,0,0,0,G,256,1,0,1,0,173,0
2185,27505.37,1,0,2,0,0,0,0,1,0,C,399,0,0,0,0,109,0
2186,7395.82,0,0,3,0,0,0,0,0,0,F,390,0,0,0,1,139,1
2187,2000,0,0,2,0,0,0,0,1,0,F,459,0,0,0,1,52,1
2188,18318.55,1,0,3,0,0,0,0,0,0,D,241,0,0,0,0,168,0
2189,1000,1,0,3,1,0,0,0,0,0,A,653,0,0,0,0,53,1
2190,9163.73,1,0,2,0,0,0,0,0,0,B,433,0,0,0,0,172,0
2191,3659.85,0,0,2,0,0,0,0,0,0,G,432,0,0,0,1,79,0
2192,7408.01,0,0,3,0,0,0,0,0,0,G,612,0,0,0,0,112,0
2193,14462.35,1,0,3,0,0,0,0,0,0,B,281,0,0,0,0,51,1
2194,27716.91,1,0,2,0,0,0,0,0,0,D,626,0,0,0,0,81,0
2195,7403.68,0,0,2,0,0,0,0,0,0,F,449,0,0,0,1,48,1
2196,5791.28,0,0,3,0,0,0,0,0,1,G,595,0,0,0,0,112,0
2197,4550.37,0,0,0,0,0,0,0,0,0,G,442,0,0,0,0,140,1
2198,1813.55,1,0,2,0,0,1,0,0,0,C,438,0,0,0,0,167,0
2199,5648.16,1,0,1,0,0,0,0,0,0,C,405,0,0,0,0,78,0
2200,4052.94,1,0,3,0,0,0,0,0,0,B,497,0,0,0,1,139,0
2201,4720.95,0,0,2,0,0,0,0,0,0,F,394,0,0,0,0,81,0
2202,17130.78,1,0,3,0,0,0,0,0,0,C,227,0,0,0,1,57,1
2203,9200.59,0,0,0,0,0,0,0,0,0,F,615,0,0,0,0,51,1
2204,4693.21,0,0,2,0,0,0,0,1,0,E,439,0,0,0,0,79,0
2205,944.58,0,0,2,0,0,0,0,0,0,F,255,0,0,0,0,154,0
2206,7634.93,1,0,2,0,0,1,0,1,0,C,345,0,0,0,0,112,0
2207,13912.3,0,0,2,0,0,0,0,0,0,G,626,0,0,0,0,171,0
2208,8446.73,0,0,2,0,0,0,0,0,0,F,317,0,0,0,0,139,0
2209,1871.14,1,0,2,0,0,0,0,1,0,D,472,0,0,0,0,143,0
2210,5000,0,0,2,0,0,0,0,0,0,F,427,0,0,0,0,51,0
2211,24000,1,0,0,0,0,0,0,0,0,G,591,0,0,0,0,52,0
2212,8272.4,0,0,2,0,0,0,1,0,0,G,223,0,0,0,0,173,0
2213,12269,0,0,3,0,0,0,0,0,0,F,356,0,0,0,0,140,0
2214,10619.54,1,1,3,0,0,0,0,0,0,D,358,0,0,0,0,105,0
2215,20716.62,1,0,2,0,0,0,1,1,0,C,271,0,0,0,0,112,0
2216,11460.56,1,0,2,0,0,0,0,0,0,C,391,0,0,0,0,112,0
2217,3221.2,0,0,0,0,0,0,0,0,0,E,360,0,0,0,0,78,1
2218,19653.76,1,0,2,0,0,0,1,0,0,F,384,0,0,0,0,77,0
2219,13942.74,0,0,0,0,0,0,0,0,0,G,462,0,0,0,0,82,1
2220,8734.41,1,0,3,1,0,0,0,0,0,A,615,0,0,0,1,53,1
2221,1472.93,0,0,2,0,0,0,0,0,0,F,465,0,0,0,0,84,0
2222,6435.07,0,0,3,0,0,0,0,0,0,G,270,1,0,0,0,81,0
2223,7956,0,0,2,0,0,0,0,0,0,G,370,0,0,0,0,148,0
2224,24373.81,1,0,0,1,0,0,0,0,0,A,464,0,0,0,0,85,0
2225,5392.4,0,0,2,0,0,0,0,1,0,F,320,0,0,0,0,112,0
2226,9543.66,1,0,2,0,0,0,0,0,0,C,466,0,0,0,0,112,0
2227,23647.72,1,0,2,0,0,0,0,0,0,F,280,0,0,0,0,112,0
2228,0.14,1,0,0,0,0,1,0,0,0,D,432,0,0,0,0,153,1
2229,6873.89,1,0,2,0,0,1,0,0,0,C,440,0,0,0,0,116,0
2230,11007.68,0,0,2,0,0,0,0,0,0,G,384,0,0,0,0,79,0
2231,10859.12,1,0,2,0,0,0,0,1,0,B,460,0,0,0,1,168,1
2232,3788.56,0,0,2,0,0,0,0,1,0,G,399,0,0,0,1,151,0
2233,5431.73,1,0,3,0,0,0,0,0,0,B,600,0,0,0,1,77,0
2234,1447.81,0,0,3,0,0,0,0,0,0,G,672,0,0,0,0,113,0
2235,31519.52,1,0,2,0,0,1,0,1,0,E,293,0,0,0,0,141,1
2236,7241.24,1,0,0,0,0,0,0,0,0,B,507,0,0,0,0,112,1
2237,13918.88,0,0,0,0,0,0,0,0,0,G,609,0,0,0,0,94,1
2238,2200,1,0,2,0,0,0,0,1,0,A,606,0,0,0,0,52,1
2239,7469.12,1,0,2,0,0,1,1,1,0,C,415,0,0,0,0,143,0
2240,11433.14,1,0,2,0,0,0,0,1,0,C,309,0,0,0,0,168,0
2241,5921.73,0,0,3,0,0,0,0,0,0,F,425,0,0,0,0,167,0
2242,7145.31,1,0,2,0,0,0,0,1,0,D,280,0,0,0,0,69,1
2243,4359.74,0,0,2,0,0,0,0,1,0,G,359,0,0,0,0,143,1
2244,2728.22,0,0,2,0,0,0,0,0,0,F,377,0,0,0,0,140,1
2245,18109.1,1,0,2,0,0,0,0,1,0,C,527,0,0,0,0,112,0
2246,11365.75,0,0,0,0,0,0,1,0,0,G,324,0,0,0,0,144,0
2247,4864.99,1,0,2,0,0,0,0,0,0,D,493,0,0,0,0,140,1
2248,9193.91,0,0,2,0,0,0,0,0,0,F,359,0,0,0,1,79,1
2249,14975.18,1,0,2,0,0,0,0,0,0,B,210,0,0,0,0,167,1
2250,6746.85,0,0,0,0,0,0,1,0,0,G,460,0,0,0,0,112,0
2251,18582.73,1,0,2,0,0,0,0,1,0,B,348,0,0,0,0,140,1
2252,12163.29,1,0,3,0,0,0,0,0,0,D,582,1,0,0,0,143,0
2253,14478.22,0,0,2,0,0,0,0,0,0,G,367,0,0,0,1,110,0
2254,3910.89,1,0,2,0,0,0,0,1,0,C,502,0,0,0,0,143,0
2255,11630.22,1,0,2,0,0,0,0,1,0,D,238,0,0,0,0,154,0
2256,9305.69,0,0,3,0,0,0,0,0,0,G,222,0,0,0,0,140,0
2257,30269.4,1,0,3,0,0,1,0,0,0,G,557,0,0,0,0,79,0
2258,4704.6,0,0,2,0,0,0,0,0,0,E,413,0,0,0,0,112,0
2259,26498.71,1,0,3,0,0,0,0,0,0,D,615,0,0,0,0,151,1
2260,6358.48,1,0,2,0,0,0,0,0,0,C,486,1,0,0,0,173,0
2261,6819.45,0,0,0,0,0,0,0,0,0,G,408,0,0,0,0,144,0
2262,7694.95,1,0,2,0,0,0,0,0,0,B,344,0,0,0,1,81,1
2263,9936.04,0,0,2,0,0,1,0,0,0,G,388,0,0,0,0,140,0
2264,28073.11,1,0,2,0,0,0,0,0,0,C,246,0,0,0,0,110,0
2265,4540.91,1,0,2,0,0,0,0,0,0,C,379,0,0,0,1,83,0
2266,17824.01,1,0,2,0,0,0,0,0,0,D,341,0,0,0,0,78,1
2267,9451.84,0,0,2,0,0,0,0,0,0,G,493,0,0,0,0,125,0
2268,15383.42,1,0,0,0,0,0,0,0,0,D,498,0,0,0,1,118,0
2269,23341.03,1,0,0,0,0,0,1,0,0,C,430,0,0,0,0,143,0
2270,7504.53,0,0,3,0,0,0,0,0,0,G,327,0,0,0,0,112,0
2271,3812.69,1,0,3,1,0,0,0,0,0,B,525,0,0,0,0,112,1
2272,33592.06,1,0,2,0,0,0,0,0,0,F,289,0,0,0,0,112,0
2273,25700,1,0,3,0,0,0,0,0,0,D,413,0,0,0,0,50,0
2274,17427.2,0,0,2,0,0,0,0,0,0,G,470,0,0,0,0,168,0
2275,1147.25,1,0,3,0,0,0,0,0,0,C,317,0,0,0,1,125,0
2276,4881.22,1,0,0,0,0,0,0,0,0,B,586,0,0,0,0,90,0
2277,10500,0,0,2,0,0,0,1,0,0,G,438,0,0,0,0,68,0
2278,14320.61,1,0,3,0,0,0,0,0,0,C,282,0,0,0,0,112,0
2279,9082.78,0,0,3,1,0,1,0,0,0,G,493,0,0,0,1,110,1
2280,3195.2,1,0,3,0,0,0,0,0,0,C,235,0,0,0,1,80,1
2281,5850,1,0,2,0,0,0,0,0,0,B,497,0,0,0,0,51,0
2282,9980.8,1,0,2,0,0,0,0,0,0,D,225,0,0,0,0,81,0
2283,7579.59,0,0,3,0,0,0,0,0,0,G,453,0,0,0,1,167,0
2284,4225.78,0,0,2,0,0,0,0,1,0,G,328,0,0,0,0,155,1
2285,9471.45,0,0,2,0,0,0,0,0,0,G,453,0,0,0,0,143,0
2286,4800,1,0,0,0,0,0,0,0,1,D,618,0,0,0,1,51,0
2287,904.14,0,0,2,0,0,0,0,0,0,F,343,0,0,0,0,167,1
2288,905.9,0,0,3,0,0,0,0,0,0,F,565,0,0,0,0,112,1
2289,9596.02,1,0,0,0,0,0,0,0,0,D,472,0,0,0,0,112,0
2290,3699.8,1,0,2,0,0,0,0,1,0,A,430,0,0,0,0,140,0
2291,12000,0,0,2,0,0,0,0,0,0,G,301,0,0,0,0,57,0
2292,4699.34,1,0,3,0,0,0,0,0,0,C,538,0,0,0,1,109,1
2293,11535.46,1,0,2,0,0,0,0,0,0,D,405,0,0,0,0,174,0
2294,4882.93,1,0,2,0,0,0,0,1,0,B,362,0,0,0,0,81,0
2295,31043.63,1,0,2,0,0,1,0,1,0,E,160,0,0,0,0,139,0
2296,13604.49,1,0,3,0,0,0,0,0,0,C,435,0,0,0,0,112,1
2297,11103.22,0,0,2,0,0,0,1,0,0,F,312,0,0,0,0,168,0
2298,9244.12,0,0,3,0,0,0,0,0,0,F,727,0,0,0,0,112,0
2299,7432.6,0,0,2,0,0,0,0,0,0,G,345,0,0,0,0,112,1
2300,6385.37,1,0,2,0,0,0,0,1,0,D,250,1,0,0,0,171,0
2301,6293.3,0,0,3,0,0,0,0,0,0,E,544,0,0,0,1,168,1
2302,18492.14,0,0,2,0,0,0,0,0,0,F,224,0,0,0,0,112,0
2303,5595.93,1,0,2,0,0,0,0,0,0,C,372,0,0,0,0,140,0
2304,6871.7,0,0,3,0,0,0,0,0,0,F,454,0,0,0,1,79,0
2305,4457.37,1,0,1,0,0,0,0,0,0,B,423,0,0,0,0,140,0
2306,4128.97,0,0,2,0,0,0,0,1,0,E,294,0,0,0,1,78,0
2307,2342.98,1,0,2,0,0,0,0,0,0,B,362,0,0,0,0,83,0
2308,17928.3,1,0,2,0,0,0,0,0,0,B,389,0,0,0,0,88,1
2309,13815.14,0,0,0,0,0,0,0,0,0,F,347,0,0,0,0,168,0
2310,15506.97,1,0,1,1,0,0,0,0,0,D,472,0,0,0,0,143,0
2311,30639.03,1,0,2,0,0,0,0,0,0,D,438,0,0,0,0,167,0
2312,2195.85,0,0,2,0,0,0,0,0,0,G,209,0,0,0,0,112,0
2313,11489.17,0,0,2,1,0,0,0,1,0,F,415,0,0,0,0,142,1
2314,7831.13,1,0,2,0,0,0,0,0,0,B,372,0,0,0,0,112,0
2315,12053.91,1,0,2,0,0,0,0,0,0,C,437,0,0,0,0,140,0
2316,15331.84,1,0,2,0,0,0,0,1,0,B,412,0,0,0,1,134,1
2317,4546.3,0,0,2,0,0,0,0,0,0,G,371,0,0,0,0,140,0
2318,22218,1,0,3,0,0,0,0,0,0,B,234,0,0,0,0,140,0
2319,14629.9,1,0,3,0,0,0,0,0,0,A,607,0,0,0,0,81,1
2320,14008.73,1,0,2,0,0,0,0,0,0,B,276,0,0,0,1,110,1
2321,1955.65,1,0,2,0,0,0,0,0,0,C,131,0,0,0,0,82,0
2322,8493.92,0,0,2,0,0,0,0,0,0,F,607,0,0,0,0,139,0
2323,10810.39,0,0,3,0,0,0,0,0,0,G,655,0,0,0,1,112,0
2324,11434.75,1,0,3,1,0,0,0,0,0,C,323,0,0,0,0,112,1
2325,5728.25,1,0,0,0,0,0,0,0,0,C,648,0,0,0,0,112,0
2326,7236.88,1,0,2,0,0,0,0,0,0,B,184,0,0,0,0,112,1
2327,23994.79,1,0,3,1,0,0,0,0,0,D,436,0,0,0,0,141,1
2328,925.74,1,0,3,0,0,0,0,0,0,B,187,0,0,0,0,145,0
2329,2785.82,0,0,3,0,0,0,1,0,1,G,333,0,0,0,0,168,0
2330,23553.44,1,0,1,1,0,0,0,0,0,C,333,0,0,0,0,143,0
2331,5271.56,0,0,2,0,0,0,0,0,0,F,329,0,0,0,0,104,0
2332,5699.64,1,0,2,0,0,0,1,1,0,A,332,0,0,0,0,120,0
2333,23215.58,1,0,0,0,0,0,0,0,0,B,481,0,0,0,0,140,0
2334,4640.53,1,0,1,0,0,0,0,0,0,B,407,1,0,0,0,140,0
2335,14475.01,0,0,2,0,0,0,0,1,0,G,317,0,0,0,0,79,0
2336,7185.84,0,0,3,0,0,0,0,0,1,F,270,0,0,0,0,175,0
2337,22624.88,1,0,2,0,0,0,0,0,0,B,451,0,0,0,0,161,0
2338,1588.93,0,0,2,0,0,0,0,0,0,G,498,0,0,0,0,147,0
2339,8997.34,1,0,2,0,0,0,0,1,0,A,685,0,0,0,0,49,1
2340,10425.03,1,0,0,1,0,0,0,0,0,G,508,0,0,0,0,98,0
2341,6331.57,0,0,2,0,0,0,0,0,0,F,311,0,0,0,1,112,1
2342,7544.58,0,0,3,1,0,0,0,0,0,F,468,1,0,0,0,143,0
2343,22833.93,1,0,0,0,0,0,0,0,0,C,639,0,0,0,1,81,1
2344,2791.22,1,0,2,0,0,0,0,0,0,C,319,0,0,0,0,160,0
2345,3303.88,1,0,2,0,0,0,1,0,0,D,453,0,0,0,0,140,1
2346,18923.03,1,0,0,1,0,0,0,0,0,E,399,0,0,0,0,168,0
2347,34118.3,1,0,2,0,0,0,0,0,0,E,608,1,0,0,0,143,0
2348,17954.19,1,0,2,0,0,0,0,0,0,D,432,0,0,0,0,139,0
2349,8500,0,0,0,1,0,0,0,0,0,G,458,0,0,0,0,51,0
2350,33434.54,1,0,0,1,0,0,0,0,0,C,497,0,0,0,1,52,1
2351,4725.52,0,0,2,1,0,0,0,0,0,G,489,0,0,0,0,147,0
2352,9038.56,1,0,0,1,0,0,0,0,0,B,537,0,0,0,0,57,1
2353,10307.03,1,0,0,1,0,0,0,0,0,D,386,0,0,0,0,134,1
2354,5535.29,0,0,2,1,0,0,0,0,0,F,726,0,0,0,0,112,1
2355,6819.45,0,0,2,0,0,1,0,1,0,G,344,0,0,0,0,149,0
2356,34670.24,1,0,2,0,0,0,0,0,0,D,553,0,0,0,0,83,0
2357,1909.41,1,0,2,0,0,0,0,0,0,C,315,0,0,0,0,112,0
2358,11065.63,0,0,2,0,0,0,0,0,0,F,448,0,0,0,0,171,1
2359,3825.23,0,0,0,1,0,0,0,0,0,G,400,0,0,0,0,112,1
2360,16714.61,1,0,2,1,0,0,0,0,0,D,326,0,0,0,0,131,1
2361,12593.27,0,0,3,1,0,0,0,0,0,G,605,0,0,0,0,82,0
2362,8925,0,0,0,1,0,0,0,0,0,G,435,0,0,0,0,51,0
2363,15000,0,0,0,1,0,0,0,0,0,G,530,0,0,0,0,56,0
2364,7771,1,0,3,1,0,0,0,0,0,C,464,0,0,0,0,86,0
2365,4354,1,0,0,1,0,0,0,0,0,C,369,0,0,0,0,112,0
2366,6304.78,1,0,0,1,0,0,0,0,0,C,312,0,0,0,0,82,0
2367,15580.04,1,0,2,1,0,0,0,0,0,C,289,0,0,0,0,127,0
2368,14466.67,1,0,0,1,0,0,0,0,0,C,457,0,0,0,0,84,1
2369,18582.73,1,0,3,1,0,0,0,0,0,B,468,0,0,0,0,137,0
2370,4114.34,0,0,2,1,0,0,0,0,0,G,592,0,0,1,0,145,0
2371,20000,0,0,2,0,0,0,0,0,0,G,411,0,0,0,0,52,0
2372,6000,0,0,3,0,0,0,0,0,0,G,532,1,0,0,0,65,0
2373,14156.54,0,0,3,0,0,0,0,0,0,F,448,0,0,0,0,141,0
2374,4668.72,1,0,3,0,0,0,0,0,0,D,580,0,0,0,0,82,0
2375,4646.75,0,0,2,0,0,0,1,1,0,G,333,0,0,0,1,64,1
2376,1734.28,0,0,3,0,0,0,1,0,0,F,398,0,0,0,0,112,0
2377,17274.36,1,0,2,0,0,0,0,1,0,D,238,0,0,0,0,171,0
2378,5726.19,1,0,0,0,0,0,0,0,0,C,406,0,0,0,0,110,0
2379,4759.1,0,0,2,0,0,0,0,0,0,G,342,0,0,0,0,173,0
2380,11438.39,1,0,3,0,0,0,0,0,0,B,726,0,0,0,0,51,0
2381,19732.28,1,0,3,0,0,0,0,0,0,D,432,0,0,0,0,112,0
2382,5514.81,0,0,0,0,0,0,0,0,0,E,443,0,0,0,0,112,0
2383,23586.74,1,0,0,0,0,0,0,0,0,E,540,0,0,0,0,109,0
2384,9580.18,1,0,0,0,0,0,0,0,0,D,522,1,0,0,0,112,0
2385,7833.39,1,0,2,0,0,0,0,1,0,D,501,0,0,0,0,78,0
2386,11421.93,1,0,3,0,0,0,0,0,0,D,513,0,0,0,1,81,1
2387,14529.7,1,0,2,1,0,0,0,0,0,G,522,0,0,0,1,84,1
2388,36587.91,1,0,2,0,0,0,0,0,0,D,298,0,0,0,0,168,0
2389,4010.22,1,0,2,0,0,1,0,1,0,D,337,0,0,0,0,143,1
2390,6469.23,0,0,3,0,0,0,0,0,0,F,442,0,0,0,0,167,0
2391,18068.25,0,0,0,0,0,0,0,0,0,F,449,0,0,0,0,79,1
2392,14696.74,0,0,2,0,0,0,0,0,0,E,341,0,0,0,0,78,0
2393,14611.82,1,0,2,0,0,0,0,0,0,E,316,0,0,0,0,140,0
2394,6485.09,0,0,0,0,0,0,0,0,0,G,427,0,0,0,0,112,0
2395,3251.48,0,0,2,0,0,0,1,0,0,G,480,0,0,0,1,115,1
2396,927.84,0,0,0,0,0,1,0,0,0,G,431,0,0,0,1,123,0
2397,1700.27,0,0,2,0,0,0,0,0,0,F,506,0,0,0,0,154,0
2398,17184.4,1,1,0,0,0,0,0,0,0,C,349,0,0,0,0,168,0
2399,40000,1,0,0,0,0,0,0,0,0,B,569,0,0,1,0,51,1
2400,40000,1,0,0,0,0,0,0,0,0,A,408,0,0,0,1,52,1
2401,4538.8,0,0,0,0,0,0,0,0,0,G,626,0,0,0,0,140,1
2402,8617.17,0,0,2,0,0,0,0,0,0,F,188,0,0,0,0,79,1
2403,7457.99,1,0,2,0,0,0,0,0,0,D,266,0,0,0,0,112,0
2404,4793.28,1,1,3,0,0,0,0,0,1,D,428,0,0,0,0,112,0
2405,17184.4,1,0,0,1,0,1,0,0,0,C,572,0,0,0,1,140,0
2406,5076.22,0,0,0,0,0,0,0,0,0,G,494,0,0,0,0,175,0
2407,6428.38,0,0,2,0,0,0,0,0,0,F,371,0,0,0,0,78,0
2408,12187.46,1,0,2,0,0,0,0,1,0,C,489,0,0,0,0,172,0
2409,7784.87,0,1,0,0,0,0,0,0,0,G,468,0,0,0,1,81,1
2410,5380.95,0,0,3,0,0,0,0,0,0,E,407,0,0,0,1,43,1
2411,14110.35,0,0,2,0,0,0,0,0,0,F,327,0,0,0,0,169,0
2412,11582.58,0,0,3,0,0,0,1,0,0,G,340,0,0,0,1,112,0
2413,24000,1,0,1,1,0,0,0,0,0,D,484,0,0,1,0,51,0
2414,1899.14,1,0,2,0,0,0,0,0,0,E,437,0,0,0,1,112,0
2415,3168.43,1,0,2,0,0,0,0,1,0,B,602,0,0,0,1,119,1
2416,10570.8,1,0,2,0,0,0,0,1,0,B,584,0,0,0,1,140,1
2417,33593.14,1,1,0,1,0,0,1,0,0,D,491,0,0,0,1,50,1
2418,7268.96,1,0,2,0,0,0,0,0,0,C,519,0,0,0,1,112,1
2419,22992.43,1,0,2,0,0,1,0,1,0,D,262,0,0,0,0,112,0
2420,3804.16,0,0,3,0,0,0,1,0,0,F,492,0,0,0,1,110,1
2421,5000,1,0,3,0,0,0,0,0,1,B,544,0,0,0,1,52,0
